RecordID,d_1,d_15,d_16,d_2,d_20,d_21,d_3,d_4,d_5,d_6,d_7,d_8,Intention_to_leave,q_10,q_11,q_12,q_13,q_14,q_15,q_16,q_17,q_18,q_19,q_2,q_20,q_21,q_22,q_23,q_24,q_25,q_26,q_27,q_28,q_29,q_3,q_30,q_31,q_32,q_33,q_34,q_35,q_36,q_37,q_38,q_39,q_4,q_40,q_41,q_42,q_43,q_44,q_45,q_46,q_47,q_48,q_49,q_5,q_50,q_51,q_52,q_53,q_54,q_55,q_6,q_7,q_8,q_9
10802,2,1,4,2,26,2,2,2,1,1,2,,0,1,2,1,2,2,3,3,2,2,1,1,3,3,1,3,1,2,1,1,,,1,,,,1,1,1,3,2,2,1,2,1,4,1,1,1,2,2,2,2,1,1,3,1,1,2,4,2,2,2,4,1
10803,4,2,,2,26,2,2,1,1,2,1,,0,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,,,1,,,,1,1,2,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1
10804,3,2,4,1,25,1,2,2,4,1,2,2,0,2,1,1,2,4,2,4,2,1,2,2,2,2,3,3,1,2,2,1,,,2,,,,2,1,1,2,2,2,1,2,2,2,1,1,2,3,2,2,1,2,2,3,1,1,1,2,3,2,2,3,1
10805,5,5,4,1,6,1,,1,1,2,1,1,0,2,2,2,2,2,2,2,2,2,2,3,2,2,2,4,1,3,2,3,,,2,,,,2,3,2,2,2,2,1,2,2,4,2,2,3,2,2,3,2,2,2,3,2,1,2,2,3,3,2,3,2
10806,6,4,4,1,6,2,2,2,1,1,1,1,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,,,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1
10807,1,1,,1,6,2,,2,1,2,2,1,1,3,2,3,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,,,1,,,,2,2,2,2,2,1,2,2,2,4,2,2,2,2,2,2,1,2,1,2,2,1,1,2,2,3,2,3,2
10808,3,8,,1,6,,,,,2,,1,1,1,1,1,1,1,2,2,2,1,2,1,3,2,2,1,1,1,2,1,,,1,,,,2,1,2,1,1,2,2,2,2,2,1,1,2,1,1,2,1,1,1,1,1,2,1,1,2,3,1,4,1
10809,6,4,4,1,,3,1,2,14,2,2,1,0,3,2,2,1,1,1,1,2,2,2,1,2,2,1,1,1,3,1,1,,,2,,,,1,3,2,2,1,2,1,1,3,1,2,1,2,2,3,2,2,4,2,3,2,1,3,4,4,2,3,2,1
1081,2,1,,1,6,2,2,1,1,2,1,1,0,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10810,4,6,,1,,2,2,,1,2,,1,0,3,4,4,3,4,4,3,4,3,4,3,4,4,4,2,3,4,4,3,,,3,,,,3,4,3,3,3,3,2,3,3,2,3,3,3,4,3,3,3,3,3,4,3,3,3,3,4,3,4,4,3
10811,4,4,4,1,6,1,2,2,1,2,2,1,1,3,2,3,2,3,2,2,2,2,3,2,4,3,3,3,3,3,2,3,,,2,,,,3,3,3,3,2,3,2,3,2,4,3,2,3,3,3,3,2,3,3,2,2,2,3,3,2,3,3,4,2
10812,3,4,4,1,4,2,2,2,1,2,2,1,0,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,1,2,4,2,4,4,1,2,2,2,2,1,4,5,1,1,1,1,1,1,4,1
10813,2,1,4,1,4,2,2,2,14,2,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10814,5,5,,2,26,1,,2,,2,,,0,2,3,3,2,2,3,4,3,2,4,2,2,3,2,2,2,2,2,2,,,2,,,,2,2,2,2,3,3,2,4,2,4,2,2,2,3,2,3,2,2,2,3,2,2,3,2,3,3,3,3,2
10815,3,1,,1,,4,2,2,,2,3,1,0,1,2,1,1,1,2,1,2,1,2,2,2,1,1,3,1,1,1,1,,,1,,,,1,1,2,1,1,2,1,2,2,2,1,1,1,1,2,1,1,1,2,1,1,2,2,2,1,2,1,2,1
10816,4,5,4,1,7,2,2,2,,1,1,1,0,2,2,5,1,3,2,2,4,5,5,2,3,2,3,4,4,2,2,5,,,2,,,,2,5,1,2,2,2,1,2,5,2,4,5,4,2,4,4,5,2,3,5,5,1,4,4,5,2,4,5,1
10817,4,4,,1,6,,,,,1,,1,1,4,1,2,5,1,4,4,2,2,5,2,1,5,5,3,4,5,5,5,,,2,,,,4,5,4,4,5,5,5,5,5,2,4,1,2,2,2,1,1,4,4,4,2,5,2,4,4,4,4,5,2
10818,5,5,4,1,6,1,2,,1,2,2,1,1,5,1,5,2,5,2,1,2,4,5,2,2,5,4,2,2,4,2,4,,,2,,,,5,5,4,4,2,4,1,4,5,3,5,2,4,5,4,5,4,5,2,4,1,2,5,5,1,2,2,5,2
10819,3,5,4,1,25,2,2,2,,1,,2,1,2,5,5,1,2,4,4,4,1,4,1,3,4,2,2,2,5,1,4,2,2,1,2,4,1,4,2,1,1,2,2,1,2,5,2,2,1,1,5,1,2,5,4,1,5,1,4,2,1,4,4,4,5,1
1082,5,4,4,1,4,1,2,2,1,2,2,1,0,3,2,3,3,2,2,2,3,3,3,2,2,3,3,2,3,3,3,4,3,2,2,3,3,3,3,3,3,3,3,3,2,3,3,4,3,2,3,2,3,3,2,2,2,4,2,2,2,4,4,2,3,3,2
10820,6,8,4,1,,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1
10821,5,5,4,1,6,2,2,2,1,2,2,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,3,2,3,2,2,3,3,2
10822,6,5,4,1,,1,2,1,1,2,2,1,0,2,1,2,1,4,2,1,2,2,2,4,2,2,2,2,1,1,2,1,,,1,,,,2,1,2,4,2,2,1,2,4,2,5,2,5,2,4,4,2,4,2,5,2,1,4,4,5,2,2,5,1
10823,3,5,4,1,,3,1,2,1,2,2,1,1,5,2,5,2,2,4,2,5,5,5,2,5,5,5,3,5,5,5,5,,,4,,,,5,5,5,5,2,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,2
10824,4,2,1,1,,4,,2,11,2,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
10825,5,8,,1,1,1,2,2,1,2,2,1,1,4,2,2,2,2,2,2,4,4,2,2,2,2,2,3,4,2,2,4,,,2,,,,4,4,2,2,4,5,1,2,3,4,4,4,2,4,4,2,2,4,2,4,4,2,4,2,2,2,2,5,2
10826,5,4,,1,6,3,2,,1,1,2,1,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1
10827,6,7,4,1,4,2,1,2,1,2,2,1,0,4,2,2,1,2,1,2,2,2,4,1,4,2,4,2,2,2,2,2,2,2,2,2,2,2,2,4,2,1,2,2,1,1,2,1,4,2,2,4,4,4,2,4,2,4,4,1,2,2,2,2,2,4,1
10828,4,1,4,1,3,2,1,2,1,1,1,1,0,2,3,3,1,2,3,4,2,1,2,1,3,2,2,3,3,2,1,3,2,3,1,2,2,2,2,3,2,2,4,2,2,2,3,1,2,2,2,2,3,2,1,2,2,2,1,2,1,1,2,3,3,3,2
10829,2,3,4,2,26,1,1,2,1,1,1,,0,3,4,5,3,2,3,4,2,3,2,2,5,2,3,2,3,2,2,3,,,2,,,,2,2,1,3,3,2,1,3,4,4,2,3,2,3,3,3,2,1,3,2,2,1,2,2,2,5,2,5,2
1083,4,1,4,1,25,1,2,2,1,1,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
10830,6,4,4,1,6,2,2,2,1,2,1,1,0,3,3,3,2,2,2,3,3,2,3,2,2,3,2,2,2,2,2,2,,,2,,,,2,3,2,2,1,3,1,2,2,2,3,3,5,4,4,3,4,3,1,4,4,2,3,2,3,2,3,5,2
10831,5,4,,1,6,2,2,2,1,2,2,1,0,1,1,2,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,2,,,1,,,,1,1,2,1,2,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1
10832,4,3,,1,4,2,2,2,13,1,1,1,1,2,2,2,2,1,1,4,2,3,3,1,3,2,2,1,3,3,2,3,1,3,2,3,1,1,2,3,1,2,2,2,1,2,3,4,3,2,2,3,2,2,1,2,2,3,2,2,2,2,3,2,2,3,2
10833,3,7,4,1,25,5,2,2,,1,2,2,0,4,2,2,4,3,2,4,2,4,3,2,2,3,2,4,2,2,3,2,,,2,,,,2,3,2,4,2,2,2,3,2,3,2,3,3,2,3,2,4,4,3,3,2,2,5,2,3,3,3,4,2
10834,2,1,4,1,7,1,2,2,1,2,1,1,0,3,4,3,1,2,2,1,2,3,2,2,2,1,3,1,1,2,1,1,,,2,,,,2,1,2,2,4,2,2,2,2,1,2,2,2,4,2,2,2,1,2,2,2,4,2,3,2,3,2,4,2
10835,3,5,4,2,26,2,2,2,1,2,2,,1,3,3,3,4,2,2,3,2,3,2,1,2,4,2,2,2,4,2,2,,,2,,,,2,2,2,3,3,2,2,4,2,3,2,2,4,2,3,2,2,2,2,4,3,2,3,2,2,3,2,4,2
10836,3,2,,1,6,1,1,2,,2,1,1,0,2,2,4,2,2,2,2,4,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,4,2,2,3,2,2,2,2,2,2
10837,1,8,,1,25,7,,,,1,,2,0,4,2,2,4,2,2,3,4,2,2,4,3,3,2,2,3,3,4,2,2,2,2,3,2,2,4,2,4,2,2,3,2,4,2,1,2,2,2,3,2,2,2,2,2,4,2,4,2,4,4,2,4,5,4
10838,6,8,,1,1,,,,,1,3,1,1,4,2,2,2,1,2,1,2,2,4,1,5,2,2,3,2,2,2,2,,,2,,,,1,2,2,2,2,1,3,3,4,2,2,2,2,4,2,1,2,2,2,5,1,3,4,1,5,2,2,5,1
10839,4,5,4,1,6,1,2,2,1,2,,1,0,1,1,2,1,4,2,1,1,4,2,1,2,2,4,2,1,2,1,1,1,1,1,1,1,1,1,1,4,4,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,2,4,2,1,5,2
1084,5,8,4,1,25,3,1,2,1,1,1,3,1,2,2,1,2,2,2,2,4,2,4,2,1,3,2,3,1,2,1,1,1,1,1,1,2,1,2,1,2,2,2,4,1,2,1,2,2,1,1,1,2,2,1,2,1,2,2,1,1,1,2,1,2,4,2
10840,4,6,4,1,,2,1,2,1,2,2,1,0,2,2,2,2,2,4,2,3,2,3,2,3,3,2,1,3,2,2,2,,,2,,,,2,2,2,3,2,2,2,3,2,1,3,2,3,2,2,2,2,2,2,4,2,2,4,4,2,2,2,4,2
10841,5,5,,1,7,2,2,2,1,2,1,1,0,2,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,,,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,2,1,1,1,2,1
10842,4,5,4,1,7,,2,2,1,2,1,1,0,4,3,2,3,2,3,1,3,4,3,2,2,4,2,3,2,2,2,4,,,2,,,,2,4,2,3,2,2,2,3,2,4,3,3,3,4,4,5,4,5,2,4,5,2,5,2,5,3,2,5,2
10843,4,1,3,1,7,1,2,2,11,1,5,1,1,4,3,3,2,2,3,3,4,4,2,1,3,2,1,1,3,2,1,3,,,2,,,,1,4,3,2,1,2,4,3,2,1,5,2,3,5,4,2,2,5,2,4,3,3,4,4,5,3,3,5,1
10844,3,4,,1,6,,2,2,1,1,,1,1,5,5,4,5,5,4,5,5,5,5,1,5,5,4,3,5,5,5,5,,,1,,,,4,5,1,4,4,5,2,5,5,2,5,5,4,4,5,5,4,5,3,5,5,4,5,5,5,5,5,5,4
10845,5,1,4,1,,2,2,2,1,2,2,1,0,2,1,1,1,1,1,2,1,2,1,1,2,2,1,1,1,1,1,1,,,1,,,,1,1,1,1,1,1,4,1,1,1,1,2,2,4,4,4,2,4,1,1,4,4,1,1,1,2,1,2,2
10846,4,5,,2,26,,2,2,10,2,2,,0,2,3,3,2,3,3,2,2,2,2,2,2,3,2,4,2,2,3,2,,,1,,,,2,3,3,2,3,2,2,2,2,1,3,2,2,2,2,2,1,2,2,3,3,2,2,2,3,3,2,2,1
10847,3,5,4,2,29,2,2,2,1,1,2,,1,5,1,2,2,2,2,2,2,4,2,1,1,1,2,1,5,4,5,4,,,1,,,,2,5,4,2,1,2,2,1,1,1,2,2,2,4,1,5,1,4,1,2,2,3,2,2,2,1,1,4,1
10848,6,8,4,1,6,3,2,2,9,2,2,1,0,1,1,1,1,1,2,2,1,2,1,1,1,2,2,1,1,2,1,1,,,1,,,,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2
10849,6,4,4,2,26,2,2,2,1,2,2,,0,1,2,2,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,,,1,,,,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1
1085,5,7,,1,6,2,2,2,9,2,2,1,0,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,,,1,,,,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
10850,6,5,,1,,3,,2,1,2,2,1,1,2,2,2,1,2,2,2,3,2,2,2,3,3,2,3,2,3,3,3,,,1,,,,2,2,3,3,1,2,4,2,2,2,2,2,2,2,3,3,2,3,2,2,3,3,3,3,3,1,1,2,2
10851,5,8,4,1,7,1,2,2,1,2,2,1,0,1,1,2,1,4,1,1,4,2,1,1,1,1,4,3,1,1,1,1,,,1,,,,1,1,4,1,1,1,4,1,4,1,4,4,4,2,1,4,1,1,1,5,2,4,2,1,4,1,1,5,2
10852,4,2,4,2,27,3,2,2,1,2,1,,0,2,1,1,2,2,2,2,4,2,1,1,2,1,1,1,1,1,1,1,,,1,,,,1,1,1,2,1,1,2,2,1,1,1,2,4,5,2,4,4,4,1,4,2,1,4,4,4,1,1,4,1
10853,6,3,4,1,,2,2,2,1,2,2,1,1,3,3,3,2,4,2,2,3,2,3,3,4,4,4,4,3,3,2,2,,,2,,,,2,2,4,2,2,3,2,2,3,1,2,4,4,4,4,4,3,4,2,4,4,3,2,4,4,3,3,4,2
10854,3,4,4,1,7,1,,2,,1,1,1,1,2,3,3,1,5,4,2,5,2,5,2,3,3,2,4,2,2,2,1,,,2,,,,3,2,5,2,5,5,2,3,3,1,3,2,1,2,4,2,1,1,2,3,2,4,4,3,5,3,4,5,2
10855,3,4,,2,34,2,2,2,1,2,2,,0,2,1,4,2,2,4,5,1,2,3,2,2,2,2,1,2,2,2,1,,,1,,,,1,2,5,1,1,1,1,1,2,1,2,1,1,4,3,2,2,1,1,2,1,1,2,3,2,2,2,4,1
10856,5,3,4,1,7,2,2,2,1,1,2,1,0,1,1,2,1,2,1,2,1,1,4,1,1,1,1,1,1,2,2,2,,,2,,,,2,1,2,1,1,2,1,2,2,1,1,1,1,2,1,1,2,2,1,1,1,1,2,2,2,2,2,4,1
10857,2,2,1,1,,,2,2,1,2,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10858,5,5,4,1,,4,2,2,1,2,2,1,0,1,3,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,,,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,1,1,1,2
10859,3,4,,1,7,2,2,2,1,2,1,1,0,2,2,3,3,3,2,3,5,5,3,1,4,2,2,3,2,2,3,2,,,1,,,,3,1,3,2,2,3,5,2,3,4,3,3,3,3,3,3,3,1,1,3,5,5,3,5,4,2,3,3,2
1086,5,3,4,1,25,1,2,2,1,1,1,2,0,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,,,1,,,,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1
10860,5,7,4,1,1,1,1,,1,2,2,1,1,3,3,2,4,2,2,2,2,2,2,3,1,3,3,1,2,2,2,2,,,2,,,,2,3,2,2,3,3,2,1,2,4,3,3,2,3,3,3,2,2,2,4,3,3,3,3,4,2,2,5,2
10861,4,6,,1,7,3,2,2,1,2,2,1,1,2,4,3,2,4,4,5,4,2,2,1,2,4,3,3,4,4,3,3,2,4,2,3,2,2,5,3,3,2,4,4,1,2,2,2,4,2,2,2,2,3,4,2,2,2,3,2,2,4,4,3,4,2,2
10862,5,5,4,1,6,2,2,2,1,2,2,1,1,5,5,5,2,5,4,4,4,5,5,4,3,5,5,3,3,5,2,4,4,5,2,5,5,5,3,5,5,5,2,3,4,5,4,2,5,5,5,5,4,4,5,3,2,5,5,5,5,3,5,5,5,5,3
10863,3,4,4,1,,2,2,2,1,1,1,1,0,2,1,4,2,2,2,2,2,4,1,1,2,2,2,1,2,2,2,2,,,1,,,,2,4,2,2,1,2,2,1,2,2,4,4,4,2,4,4,2,2,1,4,5,2,2,2,5,1,2,5,2
10864,5,2,4,1,,2,2,2,1,2,2,1,0,1,1,1,1,1,5,1,1,1,1,1,1,1,1,2,1,1,1,1,,,1,,,,1,1,1,1,2,1,1,1,1,1,1,1,1,4,1,1,1,1,2,4,1,1,1,1,1,1,1,5,1
10865,3,5,4,1,,3,2,2,1,1,2,1,1,3,2,3,1,2,3,4,2,1,3,1,3,4,3,3,2,3,2,1,,,2,,,,2,1,3,3,2,2,2,3,3,4,2,1,2,2,2,2,2,2,2,3,1,1,1,2,4,3,3,3,1
10866,4,5,,2,34,2,1,2,9,2,1,,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10867,4,3,4,1,4,1,1,1,1,2,1,1,0,3,2,2,2,2,2,2,3,4,2,1,1,1,2,1,2,2,4,3,4,3,1,2,2,2,1,3,2,2,1,3,3,1,2,4,2,2,1,4,2,3,2,4,1,4,4,3,3,3,4,2,2,3,2
10868,4,3,4,2,26,1,2,2,1,2,2,,1,2,3,2,4,3,2,3,3,1,4,1,3,4,2,3,2,1,1,2,,,1,,,,1,1,2,2,1,3,1,2,3,1,1,1,1,2,1,2,1,1,2,2,4,2,2,1,3,2,3,3,2
10869,6,2,4,2,26,2,2,2,1,2,1,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1087,3,2,4,1,4,3,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,3,2,2,2
10870,3,4,4,1,4,1,2,2,1,1,1,1,1,1,2,1,1,2,2,4,4,2,3,2,2,2,2,2,2,2,1,2,3,2,3,2,2,1,2,2,3,2,3,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,3,3,1,2,3,2,3,3,2
10871,3,3,4,1,,1,1,2,1,2,2,1,0,2,2,2,4,1,2,1,2,1,2,1,2,2,2,1,1,1,1,1,,,2,,,,1,1,2,2,1,2,2,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,3,1
10872,5,8,,1,7,2,2,1,1,2,1,1,0,2,3,2,2,1,1,1,2,5,2,2,1,2,2,3,1,1,3,3,,,2,,,,2,1,2,1,3,1,2,1,1,1,4,3,3,2,3,3,2,2,2,2,2,2,5,2,1,1,2,4,2
10873,5,5,4,1,6,2,2,2,1,2,2,1,0,3,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,1,1,1,,,1,,,,1,1,2,1,1,1,3,2,2,4,2,2,1,4,1,2,2,3,1,4,1,2,2,1,3,1,1,2,1
10874,3,6,4,1,4,1,2,2,1,1,1,1,0,5,5,5,2,4,2,4,5,2,5,1,5,5,5,3,5,5,5,5,2,5,2,2,2,2,5,5,2,5,5,5,2,5,2,1,5,5,5,5,5,5,5,5,2,2,5,5,4,5,5,5,5,5,2
10875,5,1,4,1,,6,1,2,1,2,2,1,0,3,1,1,3,5,2,1,2,1,2,1,1,2,4,1,1,1,1,2,,,1,,,,1,1,2,2,1,2,2,1,1,1,2,3,3,5,4,5,5,2,2,5,4,2,1,1,5,1,1,4,1
10876,3,5,4,2,33,2,2,2,1,1,1,,1,5,4,4,5,5,5,5,1,5,1,1,1,0,1,1,5,5,5,5,,,1,,,,1,5,1,2,1,1,2,1,2,2,1,5,5,5,5,5,5,5,1,5,4,5,4,5,5,1,1,5,1
10877,2,2,,1,7,2,1,2,,2,1,1,0,2,2,2,2,2,2,5,2,2,2,2,2,2,2,1,2,2,2,2,,,2,,,,2,2,2,1,2,2,2,2,2,1,2,2,2,4,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2
10878,2,3,4,1,25,4,1,2,11,1,1,2,1,2,1,2,1,2,1,5,1,1,2,1,2,1,1,4,1,1,1,1,,,1,,,,1,1,2,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1
10879,4,8,,1,7,,,,,2,,1,0,2,2,2,1,1,2,1,4,4,2,1,2,2,2,3,2,4,2,2,,,1,,,,2,2,2,2,2,4,1,1,2,2,4,2,2,4,2,3,1,4,2,2,4,4,2,2,1,2,2,4,2
1088,4,3,4,1,3,2,2,2,1,2,1,1,1,4,4,4,4,4,4,4,4,2,4,2,4,3,3,2,2,3,2,4,2,3,3,2,4,4,2,2,3,4,2,3,3,5,2,1,3,2,2,2,2,2,3,2,2,4,1,2,1,3,2,3,4,1,1
10880,5,5,,1,2,2,1,2,,2,2,1,1,3,2,4,2,4,3,2,3,2,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,3,2,4,2,2,3,2,3,3,2,2,2,3,2,3,4,2,2,2,2,2,1,2,3,3,3,3,4,2
10881,5,8,4,1,,1,2,2,1,2,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,,,1,,,,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,2,1,1,2,2,1,2,1,2,1,1
10882,4,2,4,2,26,2,2,2,1,2,2,,0,1,2,3,1,3,1,3,1,2,2,2,1,3,1,1,1,1,1,1,,,1,,,,1,1,3,1,2,1,1,1,2,1,1,2,1,1,2,2,1,1,2,3,1,1,2,1,1,2,3,3,1
10883,4,1,4,1,25,2,2,2,1,2,2,3,0,1,1,1,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,,,1,,,,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
10884,5,2,4,2,27,1,2,,1,2,1,,1,2,2,2,2,2,1,4,2,1,2,1,2,2,1,4,1,1,1,1,,,2,,,,1,1,1,2,1,2,1,2,2,3,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,1,2,1
10885,3,4,4,2,26,4,1,2,1,2,2,,0,2,1,2,1,1,1,5,1,1,1,1,2,2,1,1,1,2,1,1,,,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10886,2,2,4,2,26,1,2,2,1,2,1,,0,1,2,1,1,5,3,2,2,1,1,1,3,2,4,1,1,1,1,1,,,1,,,,1,1,1,1,1,2,1,2,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,3,1
10887,5,8,4,1,7,3,1,2,1,1,2,1,0,5,2,2,2,4,2,2,4,2,2,2,2,4,2,3,2,2,2,2,,,2,,,,2,4,2,4,2,2,2,4,2,4,2,2,4,5,5,4,2,5,2,5,2,4,2,5,4,2,2,5,2
10888,2,2,2,1,6,1,2,2,1,2,1,1,1,2,2,2,5,1,2,5,4,2,2,1,2,1,4,3,5,5,5,5,,,4,,,,2,5,1,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,5,1,1,1,5,1,1,4,4,4,1
10889,5,4,,2,34,2,,2,1,1,2,,1,4,2,2,2,2,2,4,2,2,2,2,2,3,2,1,2,1,3,2,,,1,,,,3,3,1,2,1,3,1,2,2,1,2,2,2,2,2,3,3,4,1,2,4,1,4,5,1,3,3,4,1
1089,2,1,4,1,4,2,2,2,1,2,1,1,0,2,2,2,1,1,2,1,2,2,1,1,1,1,1,1,2,2,3,3,1,3,3,2,1,2,1,2,1,3,1,1,1,1,2,1,1,2,1,3,2,2,2,2,1,2,1,2,1,2,2,1,1,3,2
10890,5,5,,1,,3,1,2,1,2,2,1,0,1,2,1,1,1,1,1,1,1,5,1,5,1,1,1,1,1,5,1,,,5,,,,1,1,1,1,2,1,5,1,1,2,1,1,5,1,1,5,5,5,1,5,5,1,5,1,1,1,2,1,1
10891,2,2,4,1,1,2,2,2,9,2,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
10892,4,1,4,1,2,2,2,2,1,2,2,1,0,1,1,2,1,1,1,1,2,2,1,1,1,2,2,1,1,1,3,1,1,1,2,2,2,1,1,1,2,2,2,1,2,2,1,1,2,1,1,1,2,2,1,1,2,1,1,1,1,3,3,1,2,2,1
10893,2,4,4,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,2,1,1,4,2,1,2,2,1,2,1,2,2,1,4,4,1,2,2,4,1,1,4,1,1,1,4,2,1,3,2,2,2,2,4,4,4,4,1,4,4,1,4,2,5,4,2,4,1
10894,2,3,,1,6,5,,2,1,1,2,1,1,3,2,5,1,5,1,1,4,5,3,3,5,1,5,3,3,3,5,5,,,1,,,,5,3,2,1,1,5,1,1,3,2,3,4,1,5,2,3,3,2,1,4,1,2,1,2,5,4,3,4,1
10895,5,7,,1,7,1,1,1,1,1,2,1,0,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,5,1,1,1,2,2,1,1,2,1
